"id","category_id/id","category_code","condition_select","condition_python","cuenta_especie/id","code","amount_python_compute","note","fondo_ahorro_aux","forma_pago","amount_fix","account_tax_id/id","integrar_al_ingreso","integrar_ptu","integrar_estatal","condition_range","variable_imss_monto","name","tipo_cotro_pago/id","parte_exenta/id","parte_gravada/id","exencion","variable_imss","amount_percentage","amount_percentage_base","sequence","variable_imss_tipo","tipo_cdeduccion/id","amount_select","tipo_cpercepcion/id"
"__export__.hr_salary_rule_181_17fd119b","hr_payroll.ALW","ALW","Expresión python","if inputs.P040:
   if inputs.P040.amount > 0:
      result = 1
   else:
      result = 0","","P040","result = PE040","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Viaticos","","","","False","False","0.0","","222","Todo el monto","","Código Python","catalogo.percepciones41"
"__export__.hr_salary_rule_384_90e5fbcb","hr_payroll.ALW","ALW","Expresión python","if inputs.P102:
   result = 1
else:
   result = 0","","P102","result = inputs.P102.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Devolución de ISR","","","","False","False","0.0","","225","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_213_7db74dd8","hr_payroll.ALW","ALW","Expresión python","if inputs.IND:
   result =  1
else:
   result = 0","","P103","result = PE103 + PG103
","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Indemnización","","__export__.hr_salary_rule_17","__export__.hr_salary_rule_212_54b36a45","True","False","0.0","","232","Todo el monto","","Código Python","catalogo.percepciones20"
"__export__.hr_salary_rule_217_61f36af9","hr_payroll.ALW","ALW","Expresión python","if inputs.PDA:
   result =  1
else:
   result = 0","","P104","result = PE104 + PG104","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Prima de antiguedad","","__export__.hr_salary_rule_18","__export__.hr_salary_rule_216_9bcae126","True","False","0.0","","237","Todo el monto","","Código Python","catalogo.percepciones17"
"__export__.hr_salary_rule_215_d6327333","hr_payroll.ALW","ALW","Expresión python","if inputs.PPS:
   result =  1
else:
   result = 0","","P105","result = PE105 + PG105","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Pagos por separación","","__export__.hr_salary_rule_138_4e8fdd73","__export__.hr_salary_rule_214_ac3e9608","True","False","0.0","","242","Todo el monto","","Código Python","catalogo.percepciones18"
"__export__.hr_salary_rule_385_364c9e80","hr_payroll.ALW","ALW","Expresión python","if inputs.P200:
   result = 1
else:
   result = 0","","P200","result = inputs.P200.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Préstamo personal","","","","False","False","0.0","","245","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_386_25e7b446","hr_payroll.ALW","ALW","Expresión python","if inputs.P201:
   result = 1
else:
   result = 0","","P201","result = inputs.P201.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Permiso por alumbramiento","","","","False","False","0.0","","250","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_387_01a64d90","hr_payroll.ALW","ALW","Expresión python","if inputs.P202:
   result = 1
else:
   result = 0","","P202","result = inputs.P202.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Permiso por defunción","","","","False","False","0.0","","255","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_388_552b712c","hr_payroll.ALW","ALW","Expresión python","if inputs.P203:
   result = 1
else:
   result = 0","","P203","result = inputs.P203.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Permiso por matrimonio","","","","False","False","0.0","","260","","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_86_d3335d9c","hr_payroll.ALW","ALW","Expresión python","if inputs.P204:
   if inputs.P204.amount > 0:
      result = 1
   else:
      result = 0","","P204","if inputs.P204:
   result = inputs.P204.amount
else:
   result =0","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Comisiones","","","","False","False","0.0","","265","Todo el monto","","Código Python","catalogo.percepciones23"
"__export__.hr_salary_rule_87_ca7560d9","hr_payroll.ALW","ALW","Expresión python","if inputs.P205:
   if inputs.P205.amount > 0:
      result = 1
   else:
      result = 0","","P205","if inputs.P205:
   result = inputs.P205.amount
else:
   result = 0","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Compensaciones","","","","False","False","0.0","","270","Todo el monto","","Código Python","catalogo.percepciones33"
"__export__.hr_salary_rule_123_34d825c6","hr_payroll.ALW","ALW","Expresión python","if contract.bono_puntualidad:
   result = 1
else:
   result =  0","","P206","result = P001 * contract.bono_puntualidad_amount / 100","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Incentivo de productividad","","","","False","False","0.0","","275","Todo el monto","","Código Python","catalogo.percepciones33"
"__export__.hr_salary_rule_307_a7c34c4e","hr_payroll.ALW","ALW","Expresión python","if contract.percepcion_adicional and payslip.no_nomina == '2':
   result = 1
else:
   result = 0","","P208","result =  contract.percepcion_adicional.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Percepcion adicional","","","","True","False","0.0","","285","Todo el monto","","Código Python","catalogo.percepciones35"
"__export__.hr_salary_rule_170_50c18641","hr_payroll.ALW","ALW","Expresión python","if contract.alimentacion:
   result = 1
else:
   result = 0","","P209","result = P001 * contract.alimentacion_amount / 100","","False","Especie","0.0","","","False","False","contract.wage","0.0","Alimentación","","","","False","False","0.0","","290","Todo el monto","","Código Python","catalogo.percepciones24"
"__export__.hr_salary_rule_148_c0efbcdb","hr_payroll.ALW","ALW","Expresión python","if worked_days.WORK100 and contract.fondo_ahorro:
   result = 1
else:
   result = 0","","P041","result = PE041 + PG041","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Fondo ahorro empresa","","__export__.hr_salary_rule_188_802f2800","__export__.hr_salary_rule_189_4e1017bc","True","False","0.0","","297","Todo el monto","","Código Python","catalogo.percepciones05"
"__export__.hr_salary_rule_415_b5c6383d","hr_payroll.ALW","ALW","Expresión python","if worked_days.HEX1:
   result = 1
else:
   result = 0","","HEX1","result = PE006 + PG006
","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Horas extras simples","","__export__.hr_salary_rule_413_369bcc37","__export__.hr_salary_rule_414_6c22f0ea","True","False","0.0","","297","Todo el monto","","Código Python","catalogo.percepciones14"
"__export__.hr_salary_rule_82_5c61b487","hr_payroll.ALW","ALW","Expresión python","if inputs.PFA:
   if inputs.PFA.amount > 0:
       result = 1
   else:
       result = 0
else:
   result = 0","","P042","result = PG042 + PE042","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Pago fondo ahorro","","__export__.hr_salary_rule_302_2fbfb1a4","__export__.hr_salary_rule_303_2e625dda","True","False","0.0","","302","Todo el monto","","Código Python","catalogo.percepciones05"
"__export__.hr_salary_rule_416_dc06d7a3","hr_payroll.ALW","ALW","Expresión python","if worked_days.HEX3:
   result = 1
else:
   result = 0","","HEX3","result =  contract.sueldo_diario/8 * worked_days.HEX3.number_of_hours * 3
","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Horas extras triples","","","","False","False","0.0","","302","Todo el monto","","Código Python","catalogo.percepciones14"
"__export__.hr_salary_rule_295_5891d6c3","hr_payroll.ALW","ALW","Expresión python","if inputs.P043:
   result = 1
else:
   result = 0","","P043","result = PE043 + PG043","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Tiempo extra","","__export__.hr_salary_rule_293_0b3af3bd","__export__.hr_salary_rule_294_db483224","True","False","0.0","","307","Todo el monto","","Código Python","catalogo.percepciones01"
"__export__.hr_salary_rule_66_cff35775","__export__.hr_salary_rule_category_13_7bbe7f60","AUX","Siempre Verdadero","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","","DA01","dias_laborados = 0

if worked_days.WORK100:
   dias_laborados = worked_days.WORK100.number_of_days
if worked_days.FJC:
   dias_laborados = dias_laborados + worked_days.FJC.number_of_days
if contract.periodicidad_pago == '02':
   dias_laborados = dias_laborados + dias_laborados*1/6

#cuota del IMSS parte del Empleado
salario_cotizado = contract.sueldo_base_cotizacion * dias_laborados
uma3 =  contract.tablas_cfdi_id.uma * 3
# falta especie excedente

prestaciones = salario_cotizado * contract.tablas_cfdi_id.enf_mat_prestaciones_e/100
invalli_y_vida = salario_cotizado * contract.tablas_cfdi_id.inv_vida_e/100
cesantia_y_vejez = salario_cotizado * contract.tablas_cfdi_id.cesantia_vejez_e/100
pensio_y_benefi = salario_cotizado * contract.tablas_cfdi_id.enf_mat_gastos_med_e/100

#seguro_enfermedad_maternidad
excedente = contract.sueldo_base_cotizacion - uma3
base_cotizacion = excedente * contract.tablas_cfdi_id.enf_mat_excedente_e/100
seg_enf_mat = base_cotizacion * dias_laborados

mens = prestaciones + pensio_y_benefi + invalli_y_vida + cesantia_y_vejez + seg_enf_mat
result = invalli_y_vida","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Ret. Inv. y vida","","","","False","False","0.0","","310","Todo el monto","","Código Python",""
"__export__.hr_salary_rule_67_ceb0dfbe","__export__.hr_salary_rule_category_13_7bbe7f60","AUX","Siempre Verdadero","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","","DA02","dias_laborados = 0

if worked_days.WORK100:
   dias_laborados = worked_days.WORK100.number_of_days
if worked_days.FJC:
   dias_laborados = dias_laborados + worked_days.FJC.number_of_days
if contract.periodicidad_pago == '02':
   dias_laborados = dias_laborados + dias_laborados*1/6

#cuota del IMSS parte del Empleado
salario_cotizado = contract.sueldo_base_cotizacion * dias_laborados
uma3 =  contract.tablas_cfdi_id.uma * 3
# falta especie excedente

prestaciones = salario_cotizado * contract.tablas_cfdi_id.enf_mat_prestaciones_e/100
invalli_y_vida = salario_cotizado * contract.tablas_cfdi_id.inv_vida_e/100
cesantia_y_vejez = salario_cotizado * contract.tablas_cfdi_id.cesantia_vejez_e/100
pensio_y_benefi = salario_cotizado * contract.tablas_cfdi_id.enf_mat_gastos_med_e/100

#seguro_enfermedad_maternidad
excedente = contract.sueldo_base_cotizacion - uma3
base_cotizacion = excedente * payslip.imss_mes
seg_enf_mat = base_cotizacion * contract.tablas_cfdi_id.enf_mat_excedente_e/100

mens = prestaciones + pensio_y_benefi + invalli_y_vida + cesantia_y_vejez + seg_enf_mat
result = cesantia_y_vejez","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Ret. Cesantia","","","","False","False","0.0","","311","Todo el monto","","Código Python",""
"__export__.hr_salary_rule_68_914f82ef","__export__.hr_salary_rule_category_13_7bbe7f60","AUX","Siempre Verdadero","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","","DA03","dias_laborados = 0

if worked_days.WORK100:
   dias_laborados = worked_days.WORK100.number_of_days
if worked_days.FJC:
   dias_laborados = dias_laborados + worked_days.FJC.number_of_days
if contract.periodicidad_pago == '02':
   dias_laborados = dias_laborados + dias_laborados*1/6

#cuota del IMSS parte del Empleado
salario_cotizado = contract.sueldo_base_cotizacion * dias_laborados
uma3 =  contract.tablas_cfdi_id.uma * 3
# falta especie excedente

prestaciones = salario_cotizado * contract.tablas_cfdi_id.enf_mat_prestaciones_e/100
invalli_y_vida = salario_cotizado * contract.tablas_cfdi_id.inv_vida_e/100
cesantia_y_vejez = salario_cotizado * contract.tablas_cfdi_id.cesantia_vejez_e/100
pensio_y_benefi = salario_cotizado * contract.tablas_cfdi_id.enf_mat_gastos_med_e/100

#seguro_enfermedad_maternidad
excedente = contract.sueldo_base_cotizacion - uma3
base_cotizacion = excedente * payslip.imss_mes
seg_enf_mat = base_cotizacion * contract.tablas_cfdi_id.enf_mat_excedente_e/100

if contract.sueldo_diario_integrado < uma3:
  result = prestaciones + pensio_y_benefi
else:
  result = prestaciones + pensio_y_benefi + abs(seg_enf_mat)","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Ret. Enf y Mat. obrero","","","","False","False","0.0","","312","Todo el monto","","Código Python",""
"__export__.hr_salary_rule_184_7f7908a8","hr_payroll.DED","DED","Expresión python","if inputs.DVIAT:
   if inputs.DVIAT.amount > 0:
      result = 1 > 0
   else:
      result = 0 > 1","","D003","if inputs.DVIAT:
   result = inputs.DVIAT.amount
else:
   result =0","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Ajuste en viáticos entregados al trabajador","","","","False","False","0.0","","340","Todo el monto","","Código Python",""
"__export__.hr_salary_rule_75_eae34899","hr_payroll.DED","DED","Expresión python","result = 0","","D064","result =  contract.prest_financ","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Prestamo empresa","","","","False","False","0.0","","364","Todo el monto","catalogos.deduccion12","Código Python",""
"__export__.hr_salary_rule_137_80af394c","hr_payroll.DED","DED","Expresión python","if inputs.D013:
   if inputs.D013.amount > 0:
      result = 1 > 0
   else:
      result = 0 > 1","","D065","result = inputs.D013.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Interés prestamo empresa","","","","False","False","0.0","","365","Todo el monto","catalogos.deduccion04","Código Python",""
"__export__.hr_salary_rule_70_01190fa9","hr_payroll.DED","DED","Siempre Verdadero","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","","D066","result = contract.anticipo_sueldo","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Anticipo sueldo","","","","False","False","0.0","","366","Todo el monto","catalogos.deduccion12","Código Python",""
"__export__.hr_salary_rule_81_bbaef598","hr_payroll.DED","DED","Expresión python","if worked_days.WORK100 and contract.fondo_ahorro:
   result = 1
else:
   result = 0","","D067","result = P001 * .075","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Fondo de ahorro","","","","False","False","0.0","","367","Todo el monto","catalogos.deduccion04","Código Python",""
"__export__.hr_salary_rule_135_e8669594","hr_payroll.DED","DED","Expresión python","if worked_days.WORK100 and contract.fondo_ahorro:
   result = 1
else:
   result = 0","","D068","result = P001 * .075","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Fondo de ahorro empresa","","","","False","False","0.0","","368","Todo el monto","catalogos.deduccion04","Código Python",""
"__export__.hr_salary_rule_71_a2cc23ce","hr_payroll.DED","DED","Siempre Verdadero","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","","D070","result = contract.deduc_gral","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Deducción general","","","","False","False","0.0","","370","Todo el monto","catalogos.deduccion04","Código Python",""
"__export__.hr_salary_rule_136_a55f5e51","hr_payroll.DED","DED","Expresión python","if inputs.D009:
   if inputs.D009.amount > 0:
      result = 1 > 0
   else:
      result = 0 > 1","","D072","result = inputs.D009.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Prestamo fondo de ahorro","","","","False","False","0.0","","372","Todo el monto","catalogos.deduccion04","Código Python",""
"__export__.hr_salary_rule_147_06d1d785","hr_payroll.DED","DED","Expresión python","if inputs.D009:
   if inputs.D009.amount > 0:
      result = 1 > 0
   else:
      result = 0 > 1","","D073","result = inputs.D009.amount","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Interés prestamo fondo de ahorro","","","","False","False","0.0","","373","Todo el monto","catalogos.deduccion04","Código Python",""
"__export__.hr_salary_rule_27","hr_payroll.DED","DED","Siempre Verdadero","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","","D080","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days.
                    # inputs: object containing the computed inputs.

                    # Note: returned value have to be set in the variable 'result'

                    result = contract.wage * 0.10","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Devolución de viáticos","","","","False","False","0.0","","380","Todo el monto","catalogos.deduccion81","Importe fijo",""
"__export__.hr_salary_rule_30","hr_payroll.DED","DED","Siempre Verdadero","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","","D088","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days.
                    # inputs: object containing the computed inputs.

                    # Note: returned value have to be set in the variable 'result'

                    result = contract.wage * 0.10","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Aportación voluntaria SAR","","","","False","False","0.0","","388","Todo el monto","catalogos.deduccion23","Importe fijo",""
"__export__.hr_salary_rule_171_fb81c220","hr_payroll.DED","DED","Expresión python","if inputs.AGNC:
   result =  1>0
else:
   result = 0>1","","D089","if inputs.AGNC:
   result = inputs.AGNC.amount
else:
   result =0","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Anticipo de gastos no comprobados","","","","False","False","0.0","","389","Todo el monto","","Código Python",""
"nomina_cfdi_extras.dev_emp_loan_installment","hr_payroll.DED","DED","Siempre Verdadero","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","","390","result = (payslip.installment_amount or 0)","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Préstamo","","","","False","False","0.0","","390","Todo el monto","","Código Python",""
"nomina_cfdi_extras.dev_emp_loan_interest_installment","hr_payroll.DED","DED","Siempre Verdadero","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","","391","result = (payslip.installment_int or 0)","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Interés del préstamo","","","","False","False","0.0","","391","Todo el monto","","Código Python",""
"__export__.hr_salary_rule_38","__export__.hr_salary_rule_category_13_7bbe7f60","AUX","Siempre Verdadero","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","","TPERE","result = categories.ALW2","","False","","0.0","","","False","False","contract.wage","0.0","Total Percepcion exento","","","","False","False","0.0","","397","","","Código Python",""
"__export__.hr_salary_rule_37","__export__.hr_salary_rule_category_13_7bbe7f60","AUX","Siempre Verdadero","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","","TPERG","result = categories.ALW - categories.ALW2","","False","","0.0","","","False","False","contract.wage","0.0","Total Percepciones Grabadas","","","","False","False","0.0","","398","Todo el monto","","Código Python",""
"__export__.hr_salary_rule_34","__export__.hr_salary_rule_category_13_7bbe7f60","AUX","Siempre Verdadero","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","","TPER","result = TPERG + TPERE","","False","","0.0","","","False","False","contract.wage","0.0","Total Percepciones","","","","False","False","0.0","","399","Todo el monto","","Código Python",""
"__export__.hr_salary_rule_14","__export__.hr_salary_rule_category_7","ALW3","Siempre Verdadero","work = 0
if worked_days.WORK100:
   #if worked_days.WORK100.number_of_days >= 1:
      work = 1

if work:
   result = 1
else:
   result = 0","","O001","#leer tablas
limite_inferior = 0
cuota_fija = 0
porcentaje_sobre_excedente = 0
subsidio_empleo = 0
grabado_mensual = 0

#grabado_mensual
if payslip.ultima_nomina and payslip.isr_ajustar:
        grabado_mensual = TPERG + payslip.acum_per_grav
else:
        grabado_mensual = TPERG  / payslip.dias_pagar * contract.tablas_cfdi_id.imss_mes

if contract.tablas_cfdi_id:
    line = contract.env['tablas.general.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('lim_inf','<=',grabado_mensual)],order='lim_inf desc',limit=1)
    if line:
       limite_inferior = line.lim_inf
       cuota_fija = line.c_fija
       porcentaje_sobre_excedente = line.s_excedente
    line2 = contract.env['tablas.subsidio.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('lim_inf','<=',grabado_mensual)],order='lim_inf desc',limit=1)
    if line2:
       subsidio_empleo = line2.s_mensual
	   
#articulo 113
excedente_limite_superior = grabado_mensual - limite_inferior
impuesto_marginal = excedente_limite_superior * porcentaje_sobre_excedente/100
isr_tarifa_113 = impuesto_marginal + cuota_fija

subem_entregar = 0
factor01 = 0
dev_isr = 0
#subsidio mensual
if payslip.ultima_nomina and payslip.isr_ajustar:
   if subsidio_empleo > isr_tarifa_113:
      if subsidio_empleo - isr_tarifa_113  < payslip.acum_isr or (subsidio_empleo > isr_tarifa_113 and payslip.acum_isr > 0):
          dev_isr = payslip.acum_isr
      subem_entregar = subsidio_empleo - isr_tarifa_113
      factor01 = payslip.acum_isr_antes_subem + subem_entregar - payslip.acum_subsidio_aplicado - dev_isr
      if factor01 > 0:
         subem_entregar = factor01
      else:
         subem_entregar = 0
else:
        subsidio_entregado = isr_tarifa_113 - subsidio_empleo
        total =  (isr_tarifa_113 / contract.tablas_cfdi_id.imss_mes) * payslip.dias_pagar
        total2 = (subsidio_entregado / contract.tablas_cfdi_id.imss_mes) * payslip.dias_pagar

if payslip.ultima_nomina and payslip.isr_ajustar:
   if subem_entregar > 0:
      result = subem_entregar
   else:
      result = 0
else:
   if subsidio_empleo > 0:
      if subsidio_entregado < 0:
         result = abs(total2)
      else:
         result = 0
   else:
      result = 0","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Subsidio para el empleo (sp)","catalogo.otropago02","","","False","False","0.0","","400","Todo el monto","","Código Python",""
"__export__.hr_salary_rule_154_945257be","__export__.hr_salary_rule_category_7","ALW3","Siempre Verdadero","#leer tablas
limite_inferior = 0
cuota_fija = 0
porcentaje_sobre_excedente = 0
subsidio_empleo = 0
dias_laborados = 0   
grabado_mensual = 0

grabado_mensual = TPERG

if contract.tablas_cfdi_id:
    line = contract.env['tablas.general.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('lim_inf','<=',grabado_mensual)],order='lim_inf desc',limit=1)
    if line:
       limite_inferior = line.lim_inf
       cuota_fija = line.c_fija
       porcentaje_sobre_excedente = line.s_excedente
    line2 = contract.env['tablas.subsidio.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('lim_inf','<=',grabado_mensual)],order='lim_inf desc',limit=1)
    if line2:
       subsidio_empleo = line2.s_mensual

if subsidio_empleo <= 0:
    result = 0
else:
   result =  1","","O001","#leer tablas
limite_inferior = 0
cuota_fija = 0
porcentaje_sobre_excedente = 0
subsidio_empleo = 0
dias_laborados = 0
grabado_mensual = 0

grabado_mensual = TPERG

if contract.tablas_cfdi_id:
    line = contract.env['tablas.general.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('lim_inf','<=',grabado_mensual)],order='lim_inf desc',limit=1)
    if line:
       limite_inferior = line.lim_inf
       cuota_fija = line.c_fija
       porcentaje_sobre_excedente = line.s_excedente
    line2 = contract.env['tablas.subsidio.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('lim_inf','<=',grabado_mensual)],order='lim_inf desc',limit=1)
    if line2:
       subsidio_empleo = line2.s_mensual
	   
#articulo 113
excedente_limite_superior = grabado_mensual - limite_inferior
impuesto_marginal = excedente_limite_superior * porcentaje_sobre_excedente/100
isr_tarifa_113 = impuesto_marginal + cuota_fija

#subsidio mensual
subsidio_entregado = isr_tarifa_113 - subsidio_empleo
total =  (isr_tarifa_113) 
total2 = (subsidio_entregado)

if subsidio_empleo > 0:
   if subsidio_entregado < 0:
      result = abs(total2)
   else:
      result = 0
else:
   result = 0","","False","Efectivo","0.0","","","False","False","contract.wage","0.0","Subsidio para el empleo (sp) PTU","","","","False","False","0.0","","400","Todo el monto","","Código Python",""
